Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Date du prélèvement;"Résultats ""entérocoques intestinaux""";"Résultats ""Escherichia coli""";Statut du prélèvement
2020;Bretagne;029;FRH0229137M029559;2020-07-28;93;61;
2020;Bretagne;029;FRH0229137M029559;2020-08-10;15;15;
2020;Bretagne;029;FRH0229137M029559;2020-08-17;30;15;
2020;Bretagne;029;FRH0229137M029559;2020-09-08;15;15;
2020;Bretagne;029;FRH0229137M029561;2020-06-03;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229137M029561;2020-06-19;15;15;
2020;Bretagne;029;FRH0229137M029561;2020-07-02;15;15;
2020;Bretagne;029;FRH0229137M029561;2020-07-13;15;15;
2020;Bretagne;029;FRH0229137M029561;2020-07-28;15;15;
2020;Bretagne;029;FRH0229137M029561;2020-08-10;15;15;
2020;Bretagne;029;FRH0229137M029561;2020-08-17;15;30;
2020;Bretagne;029;FRH0229137M029561;2020-09-08;15;15;
2020;Bretagne;029;FRH0229137M029565;2020-06-03;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229137M029565;2020-06-19;15;15;
2020;Bretagne;029;FRH0229137M029565;2020-07-02;15;15;
2020;Bretagne;029;FRH0229137M029565;2020-07-13;15;15;
2020;Bretagne;029;FRH0229137M029565;2020-07-28;15;15;
2020;Bretagne;029;FRH0229137M029565;2020-08-10;15;15;
2020;Bretagne;029;FRH0229137M029565;2020-08-17;15;94;
2020;Bretagne;029;FRH0229137M029565;2020-09-08;15;15;
2020;Bretagne;029;FRH0229150M029929;2020-05-27;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229150M029929;2020-06-15;15;15;
2020;Bretagne;029;FRH0229150M029929;2020-06-23;30;15;
2020;Bretagne;029;FRH0229150M029929;2020-06-30;15;15;
2020;Bretagne;029;FRH0229150M029929;2020-07-08;15;15;
2020;Bretagne;029;FRH0229150M029929;2020-07-20;15;15;
2020;Bretagne;029;FRH0229150M029929;2020-07-28;15;30;
2020;Bretagne;029;FRH0229150M029929;2020-08-06;160;15;
2020;Bretagne;029;FRH0229150M029929;2020-08-13;30;15;
2020;Bretagne;029;FRH0229150M029929;2020-08-17;15;30;
2020;Bretagne;029;FRH0229150M029929;2020-08-26;161;907;
2020;Bretagne;029;FRH0229150M029929;2020-09-01;15;15;
2020;Bretagne;029;FRH0229150M029929;2020-09-10;15;15;
2020;Bretagne;029;FRH0229150M029929;2020-09-14;15;15;
2020;Bretagne;029;FRH0229150M029930;2020-05-27;46;46;prélèvement de pré-saison
2020;Bretagne;029;FRH0229150M029930;2020-06-17;94;15;
2020;Bretagne;029;FRH0229150M029930;2020-06-30;15;46;
2020;Bretagne;029;FRH0229150M029930;2020-07-15;15;15;
2020;Bretagne;029;FRH0229150M029930;2020-07-28;15;15;
2020;Bretagne;029;FRH0229150M029930;2020-08-13;15;15;
2020;Bretagne;029;FRH0229150M029930;2020-08-26;15;30;
2020;Bretagne;029;FRH0229150M029930;2020-09-10;15;15;
2020;Bretagne;029;FRH0229153M029914;2020-05-26;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229153M029914;2020-06-15;15;15;
2020;Bretagne;029;FRH0229153M029914;2020-07-02;15;15;
2020;Bretagne;029;FRH0229153M029914;2020-07-15;15;15;
2020;Bretagne;029;FRH0229153M029914;2020-07-28;15;15;
2020;Bretagne;029;FRH0229153M029914;2020-08-17;15;15;
2020;Bretagne;029;FRH0229153M029914;2020-08-26;15;15;
2020;Bretagne;029;FRH0229153M029914;2020-09-10;15;46;
2020;Bretagne;029;FRH0229153M029916;2020-05-26;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229153M029916;2020-06-15;15;15;
2020;Bretagne;029;FRH0229153M029916;2020-06-23;15;15;
2020;Bretagne;029;FRH0229153M029916;2020-07-02;15;15;
2020;Bretagne;029;FRH0229153M029916;2020-07-08;15;15;
2020;Bretagne;029;FRH0229153M029916;2020-07-20;15;94;
2020;Bretagne;029;FRH0229153M029916;2020-07-28;15;61;
2020;Bretagne;029;FRH0229153M029916;2020-08-06;30;15;
2020;Bretagne;029;FRH0229153M029916;2020-08-13;15;15;
2020;Bretagne;029;FRH0229153M029916;2020-08-17;15;15;
2020;Bretagne;029;FRH0229153M029916;2020-08-26;15;15;
2020;Bretagne;029;FRH0229153M029916;2020-09-01;15;15;
2020;Bretagne;029;FRH0229153M029916;2020-09-10;15;15;
2020;Bretagne;029;FRH0229153M029916;2020-09-14;15;15;
2020;Bretagne;029;FRH0229153M029920;2020-05-26;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229153M029920;2020-06-15;46;110;
2020;Bretagne;029;FRH0229153M029920;2020-07-02;15;15;
2020;Bretagne;029;FRH0229153M029920;2020-07-15;15;15;
2020;Bretagne;029;FRH0229153M029920;2020-07-28;15;15;
2020;Bretagne;029;FRH0229153M029920;2020-08-13;15;15;
2020;Bretagne;029;FRH0229153M029920;2020-08-26;15;15;
2020;Bretagne;029;FRH0229153M029920;2020-09-10;15;15;
2020;Bretagne;029;FRH0229153M029922;2020-05-26;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229153M029922;2020-06-15;15;15;
2020;Bretagne;029;FRH0229153M029922;2020-07-02;15;15;
2020;Bretagne;029;FRH0229153M029922;2020-07-15;15;15;
2020;Bretagne;029;FRH0229153M029922;2020-07-28;15;15;
2020;Bretagne;029;FRH0229153M029922;2020-08-13;15;15;
2020;Bretagne;029;FRH0229153M029922;2020-08-26;15;15;
2020;Bretagne;029;FRH0229153M029922;2020-09-10;15;15;
2020;Bretagne;029;FRH0229155M029464;2020-05-27;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229155M029464;2020-06-22;46;161;
2020;Bretagne;029;FRH0229155M029464;2020-07-10;15;15;
2020;Bretagne;029;FRH0229155M029464;2020-08-04;15;15;
2020;Bretagne;029;FRH0229155M029464;2020-09-01;15;15;
2020;Bretagne;029;FRH0229155M029466;2020-05-27;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229155M029466;2020-06-22;15;15;
2020;Bretagne;029;FRH0229155M029466;2020-07-10;15;15;
2020;Bretagne;029;FRH0229155M029466;2020-08-04;15;15;
2020;Bretagne;029;FRH0229155M029466;2020-09-01;15;15;
2020;Bretagne;029;FRH0229155M029467;2020-05-27;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229155M029467;2020-06-22;15;15;
2020;Bretagne;029;FRH0229155M029467;2020-07-10;15;15;
2020;Bretagne;029;FRH0229155M029467;2020-08-04;15;15;
2020;Bretagne;029;FRH0229155M029467;2020-09-01;15;15;
2020;Bretagne;029;FRH0229155M029468;2020-05-27;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229155M029468;2020-06-22;15;15;
2020;Bretagne;029;FRH0229155M029468;2020-07-10;15;15;
2020;Bretagne;029;FRH0229155M029468;2020-08-04;15;15;
2020;Bretagne;029;FRH0229155M029468;2020-09-01;15;15;
2020;Bretagne;029;FRH0229158M029767;2020-05-26;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229158M029767;2020-06-15;15;15;
2020;Bretagne;029;FRH0229158M029767;2020-06-29;15;15;
2020;Bretagne;029;FRH0229158M029767;2020-07-10;15;15;
2020;Bretagne;029;FRH0229158M029767;2020-07-16;15;15;
2020;Bretagne;029;FRH0229158M029767;2020-07-29;15;15;
2020;Bretagne;029;FRH0229158M029767;2020-08-11;15;15;
2020;Bretagne;029;FRH0229158M029767;2020-08-24;15;15;
2020;Bretagne;029;FRH0229158M029769;2020-05-26;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229158M029769;2020-06-15;15;15;
2020;Bretagne;029;FRH0229158M029769;2020-06-29;15;15;
2020;Bretagne;029;FRH0229158M029769;2020-07-10;15;30;
2020;Bretagne;029;FRH0229158M029769;2020-07-16;15;15;
2020;Bretagne;029;FRH0229158M029769;2020-07-29;15;15;
2020;Bretagne;029;FRH0229158M029769;2020-08-11;30;15;
2020;Bretagne;029;FRH0229158M029769;2020-08-24;127;161;
2020;Bretagne;029;FRH0229158M029771;2020-05-26;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229158M029771;2020-06-15;15;15;
2020;Bretagne;029;FRH0229158M029771;2020-06-26;15;15;
2020;Bretagne;029;FRH0229158M029771;2020-06-29;15;15;
2020;Bretagne;029;FRH0229158M029771;2020-07-07;15;15;
2020;Bretagne;029;FRH0229158M029771;2020-07-16;15;15;
2020;Bretagne;029;FRH0229158M029771;2020-07-21;15;15;
2020;Bretagne;029;FRH0229158M029771;2020-07-29;15;15;
2020;Bretagne;029;FRH0229158M029771;2020-08-03;15;15;
2020;Bretagne;029;FRH0229158M029771;2020-08-11;15;15;
2020;Bretagne;029;FRH0229158M029771;2020-08-21;728;93;
2020;Bretagne;029;FRH0229158M029771;2020-08-27;15;15;
2020;Bretagne;029;FRH0229158M029771;2020-08-31;15;15;
2020;Bretagne;029;FRH0229158M029771;2020-09-10;15;15;
2020;Bretagne;029;FRH0229165M029781;2020-05-28;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229165M029781;2020-06-15;15;15;
2020;Bretagne;029;FRH0229165M029781;2020-06-29;15;15;
2020;Bretagne;029;FRH0229165M029781;2020-07-10;15;15;
2020;Bretagne;029;FRH0229165M029781;2020-07-16;15;15;
2020;Bretagne;029;FRH0229165M029781;2020-07-29;15;15;
2020;Bretagne;029;FRH0229165M029781;2020-08-11;15;15;
2020;Bretagne;029;FRH0229165M029781;2020-08-24;15;15;
2020;Bretagne;029;FRH0229165M029784;2020-05-28;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229165M029784;2020-06-15;15;15;
2020;Bretagne;029;FRH0229165M029784;2020-06-29;15;15;
2020;Bretagne;029;FRH0229165M029784;2020-07-10;15;15;
2020;Bretagne;029;FRH0229165M029784;2020-07-16;15;15;
2020;Bretagne;029;FRH0229165M029784;2020-07-29;15;15;
2020;Bretagne;029;FRH0229165M029784;2020-08-11;15;15;
2020;Bretagne;029;FRH0229165M029784;2020-08-24;15;15;
2020;Bretagne;029;FRH0229166M029672;2020-05-29;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229166M029672;2020-06-18;61;15;
2020;Bretagne;029;FRH0229166M029672;2020-06-30;15;15;
2020;Bretagne;029;FRH0229166M029672;2020-07-15;15;15;
2020;Bretagne;029;FRH0229166M029672;2020-07-30;15;110;
2020;Bretagne;029;FRH0229166M029672;2020-08-10;77;46;
2020;Bretagne;029;FRH0229166M029672;2020-08-28;15;15;
2020;Bretagne;029;FRH0229166M029672;2020-09-08;15;30;
2020;Bretagne;029;FRH0229168M029720;2020-05-28;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229168M029720;2020-06-17;15;15;
2020;Bretagne;029;FRH0229168M029720;2020-06-29;15;15;
2020;Bretagne;029;FRH0229168M029720;2020-07-09;15;15;
2020;Bretagne;029;FRH0229168M029720;2020-07-21;15;15;
2020;Bretagne;029;FRH0229168M029720;2020-07-27;15;15;
2020;Bretagne;029;FRH0229168M029720;2020-08-11;15;15;
2020;Bretagne;029;FRH0229168M029720;2020-08-27;15;15;
2020;Bretagne;029;FRH0229168M029722;2020-05-28;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229168M029722;2020-06-17;15;30;
2020;Bretagne;029;FRH0229168M029722;2020-06-23;15;15;
2020;Bretagne;029;FRH0229168M029722;2020-06-29;15;61;
2020;Bretagne;029;FRH0229168M029722;2020-07-09;30;161;
2020;Bretagne;029;FRH0229168M029722;2020-07-21;15;15;
2020;Bretagne;029;FRH0229168M029722;2020-07-27;77;312;
2020;Bretagne;029;FRH0229168M029722;2020-08-05;144;77;
2020;Bretagne;029;FRH0229168M029722;2020-08-11;15;15;
2020;Bretagne;029;FRH0229168M029722;2020-08-19;720;2113;
2020;Bretagne;029;FRH0229168M029722;2020-08-27;94;368;
2020;Bretagne;029;FRH0229168M029722;2020-08-31;46;215;
2020;Bretagne;029;FRH0229168M029722;2020-09-10;15;15;
2020;Bretagne;029;FRH0229168M029722;2020-09-15;15;45;
2020;Bretagne;029;FRH0229171M029765;2020-06-02;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229171M029765;2020-06-26;15;15;
2020;Bretagne;029;FRH0229171M029765;2020-07-07;15;15;
2020;Bretagne;029;FRH0229171M029765;2020-07-21;15;15;
2020;Bretagne;029;FRH0229171M029765;2020-08-03;15;15;
2020;Bretagne;029;FRH0229171M029765;2020-08-21;197;161;
2020;Bretagne;029;FRH0229171M029765;2020-08-27;15;15;
2020;Bretagne;029;FRH0229171M029765;2020-08-31;15;15;
2020;Bretagne;029;FRH0229172M029665;2020-05-29;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229172M029665;2020-06-18;30;15;
2020;Bretagne;029;FRH0229172M029665;2020-06-30;15;15;
2020;Bretagne;029;FRH0229172M029665;2020-07-15;15;15;
2020;Bretagne;029;FRH0229172M029665;2020-07-30;15;15;
2020;Bretagne;029;FRH0229172M029665;2020-08-10;15;15;
2020;Bretagne;029;FRH0229172M029665;2020-08-28;15;15;
2020;Bretagne;029;FRH0229172M029665;2020-09-08;15;61;
2020;Bretagne;029;FRH0229172M029667;2020-05-29;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229172M029667;2020-06-18;15;15;
2020;Bretagne;029;FRH0229172M029667;2020-06-30;15;15;
2020;Bretagne;029;FRH0229172M029667;2020-07-15;15;15;
2020;Bretagne;029;FRH0229172M029667;2020-07-30;15;15;
2020;Bretagne;029;FRH0229172M029667;2020-08-10;15;15;
2020;Bretagne;029;FRH0229172M029667;2020-08-28;15;15;
2020;Bretagne;029;FRH0229172M029667;2020-09-08;15;15;
2020;Bretagne;029;FRH0229172M029669;2020-05-29;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229172M029669;2020-06-18;15;15;
2020;Bretagne;029;FRH0229172M029669;2020-06-30;15;15;
2020;Bretagne;029;FRH0229172M029669;2020-07-15;15;15;
2020;Bretagne;029;FRH0229172M029669;2020-07-30;15;15;
2020;Bretagne;029;FRH0229172M029669;2020-08-10;15;15;
2020;Bretagne;029;FRH0229172M029669;2020-08-28;15;15;
2020;Bretagne;029;FRH0229172M029669;2020-09-08;15;46;
2020;Bretagne;029;FRH0229176M029675;2020-05-29;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229176M029675;2020-06-18;15;15;
2020;Bretagne;029;FRH0229176M029675;2020-06-24;15;15;
2020;Bretagne;029;FRH0229176M029675;2020-06-30;15;15;
2020;Bretagne;029;FRH0229176M029675;2020-07-08;15;15;
2020;Bretagne;029;FRH0229176M029675;2020-07-22;15;15;
2020;Bretagne;029;FRH0229176M029675;2020-07-27;15;93;
2020;Bretagne;029;FRH0229176M029675;2020-08-04;15;15;
2020;Bretagne;029;FRH0229176M029675;2020-08-12;30;15;
2020;Bretagne;029;FRH0229176M029675;2020-08-17;15;15;
2020;Bretagne;029;FRH0229176M029675;2020-08-27;15;15;
2020;Bretagne;029;FRH0229176M029675;2020-09-01;15;15;
2020;Bretagne;029;FRH0229176M029675;2020-09-08;15;77;
2020;Bretagne;029;FRH0229176M029675;2020-09-14;15;15;
2020;Bretagne;029;FRH0229176M029677;2020-05-29;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229176M029677;2020-06-18;127;15;
2020;Bretagne;029;FRH0229176M029677;2020-06-24;15;15;
2020;Bretagne;029;FRH0229176M029677;2020-06-30;15;15;
2020;Bretagne;029;FRH0229176M029677;2020-07-08;15;46;
2020;Bretagne;029;FRH0229176M029677;2020-07-22;15;15;
2020;Bretagne;029;FRH0229176M029677;2020-07-27;15;46;
2020;Bretagne;029;FRH0229176M029677;2020-08-04;15;15;
2020;Bretagne;029;FRH0229176M029677;2020-08-12;15;94;
2020;Bretagne;029;FRH0229176M029677;2020-08-17;15;15;
2020;Bretagne;029;FRH0229176M029677;2020-08-27;15;15;
2020;Bretagne;029;FRH0229176M029677;2020-09-01;15;15;
2020;Bretagne;029;FRH0229176M029677;2020-09-08;15;15;
2020;Bretagne;029;FRH0229176M029677;2020-09-14;15;15;
2020;Bretagne;029;FRH0229177M029445;2020-05-29;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229177M029445;2020-06-17;15;15;
2020;Bretagne;029;FRH0229177M029445;2020-06-26;15;15;
2020;Bretagne;029;FRH0229177M029445;2020-07-07;15;15;
2020;Bretagne;029;FRH0229177M029445;2020-07-23;15;15;
2020;Bretagne;029;FRH0229177M029445;2020-07-31;15;15;
2020;Bretagne;029;FRH0229177M029445;2020-08-11;15;15;
2020;Bretagne;029;FRH0229177M029445;2020-08-31;15;15;
2020;Bretagne;029;FRH0229177M029447;2020-05-29;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229177M029447;2020-06-17;15;109;
2020;Bretagne;029;FRH0229177M029447;2020-06-26;15;77;
2020;Bretagne;029;FRH0229177M029447;2020-07-07;15;15;
2020;Bretagne;029;FRH0229177M029447;2020-07-23;15;15;
2020;Bretagne;029;FRH0229177M029447;2020-07-31;15;15;
2020;Bretagne;029;FRH0229177M029447;2020-08-11;15;77;
2020;Bretagne;029;FRH0229177M029447;2020-08-31;15;15;
2020;Bretagne;029;FRH0229177M029450;2020-05-29;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229177M029450;2020-06-17;15;15;
2020;Bretagne;029;FRH0229177M029450;2020-06-26;15;15;
2020;Bretagne;029;FRH0229177M029450;2020-07-07;15;15;
2020;Bretagne;029;FRH0229177M029450;2020-07-23;15;15;
2020;Bretagne;029;FRH0229177M029450;2020-07-31;15;15;
2020;Bretagne;029;FRH0229177M029450;2020-08-11;15;15;
2020;Bretagne;029;FRH0229177M029450;2020-08-31;15;15;
2020;Bretagne;029;FRH0229177M029453;2020-05-29;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229177M029453;2020-06-17;46;61;
2020;Bretagne;029;FRH0229177M029453;2020-06-26;15;15;
2020;Bretagne;029;FRH0229177M029453;2020-07-07;415;46;prélèvement réalisé pendant une pollution à court terme
2020;Bretagne;029;FRH0229177M029453;2020-07-08;15;15;prélèvement de recontrôle de fin de pollution à court terme
2020;Bretagne;029;FRH0229177M029453;2020-07-23;15;15;
2020;Bretagne;029;FRH0229177M029453;2020-07-31;15;15;
2020;Bretagne;029;FRH0229177M029453;2020-08-11;15;15;
2020;Bretagne;029;FRH0229177M029453;2020-08-31;15;15;
2020;Bretagne;029;FRH0229178M029358;2020-05-28;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229178M029358;2020-06-17;30;15;
2020;Bretagne;029;FRH0229178M029358;2020-06-25;46;46;
2020;Bretagne;029;FRH0229178M029358;2020-06-30;15;15;
2020;Bretagne;029;FRH0229178M029358;2020-07-08;15;30;
2020;Bretagne;029;FRH0229178M029358;2020-07-15;15;15;
2020;Bretagne;029;FRH0229178M029358;2020-07-28;15;30;
2020;Bretagne;029;FRH0229178M029358;2020-08-05;15;15;
2020;Bretagne;029;FRH0229178M029358;2020-08-13;15;30;
2020;Bretagne;029;FRH0229178M029358;2020-08-19;234;514;
2020;Bretagne;029;FRH0229178M029358;2020-08-24;15;15;
2020;Bretagne;029;FRH0229178M029358;2020-09-03;195;419;
2020;Bretagne;029;FRH0229178M029358;2020-09-09;15;46;
2020;Bretagne;029;FRH0229178M029358;2020-09-14;332;480;
2020;Bretagne;029;FRH0229178M029364;2020-05-28;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229178M029364;2020-06-17;15;15;
2020;Bretagne;029;FRH0229178M029364;2020-06-30;15;15;
2020;Bretagne;029;FRH0229178M029364;2020-07-15;15;15;
2020;Bretagne;029;FRH0229178M029364;2020-07-28;15;15;
2020;Bretagne;029;FRH0229178M029364;2020-08-13;15;15;
2020;Bretagne;029;FRH0229178M029364;2020-08-24;30;30;
2020;Bretagne;029;FRH0229178M029364;2020-09-09;77;15;
2020;Bretagne;029;FRH0229178M029367;2020-05-28;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229178M029367;2020-06-17;161;192;
2020;Bretagne;029;FRH0229178M029367;2020-06-25;30;15;
2020;Bretagne;029;FRH0229178M029367;2020-06-30;30;15;
2020;Bretagne;029;FRH0229178M029367;2020-07-06;61;195;
2020;Bretagne;029;FRH0229178M029367;2020-07-15;15;30;
2020;Bretagne;029;FRH0229178M029367;2020-07-22;15;15;
2020;Bretagne;029;FRH0229178M029367;2020-07-28;15;15;
2020;Bretagne;029;FRH0229178M029367;2020-08-05;15;15;
2020;Bretagne;029;FRH0229178M029367;2020-08-13;15;46;
2020;Bretagne;029;FRH0229178M029367;2020-08-18;350;109;
2020;Bretagne;029;FRH0229178M029367;2020-08-24;15;94;
2020;Bretagne;029;FRH0229178M029367;2020-09-03;127;61;
2020;Bretagne;029;FRH0229178M029367;2020-09-09;415;15;prélèvement réalisé pendant une pollution à court terme
2020;Bretagne;029;FRH0229178M029367;2020-09-10;15;15;prélèvement de recontrôle de fin de pollution à court terme
2020;Bretagne;029;FRH0229178M029370;2020-05-28;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229178M029370;2020-06-17;549;1972;
2020;Bretagne;029;FRH0229178M029370;2020-06-25;15;15;
2020;Bretagne;029;FRH0229178M029370;2020-06-30;15;15;
2020;Bretagne;029;FRH0229178M029370;2020-07-06;94;110;
2020;Bretagne;029;FRH0229178M029370;2020-07-15;15;15;
2020;Bretagne;029;FRH0229178M029370;2020-07-22;15;15;
2020;Bretagne;029;FRH0229178M029370;2020-07-28;15;15;
2020;Bretagne;029;FRH0229178M029370;2020-08-05;15;15;
2020;Bretagne;029;FRH0229178M029370;2020-08-13;15;15;
2020;Bretagne;029;FRH0229178M029370;2020-08-18;15;15;
2020;Bretagne;029;FRH0229178M029370;2020-08-24;15;15;
2020;Bretagne;029;FRH0229178M029370;2020-09-03;509;1076;
2020;Bretagne;029;FRH0229178M029370;2020-09-09;15;30;
2020;Bretagne;029;FRH0229185M029196;2020-05-29;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229185M029196;2020-06-16;15;15;
2020;Bretagne;029;FRH0229185M029196;2020-06-23;30;15;
2020;Bretagne;029;FRH0229185M029196;2020-07-10;61;15;
2020;Bretagne;029;FRH0229185M029196;2020-07-23;30;46;
2020;Bretagne;029;FRH0229185M029196;2020-08-04;30;15;
2020;Bretagne;029;FRH0229185M029196;2020-08-12;15;30;
2020;Bretagne;029;FRH0229185M029196;2020-08-26;15;15;
2020;Bretagne;029;FRH0229185M029199;2020-05-29;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229185M029199;2020-06-16;15;15;
2020;Bretagne;029;FRH0229185M029199;2020-06-23;15;30;
2020;Bretagne;029;FRH0229185M029199;2020-07-10;15;46;
2020;Bretagne;029;FRH0229185M029199;2020-07-23;15;15;
2020;Bretagne;029;FRH0229185M029199;2020-08-04;15;15;
2020;Bretagne;029;FRH0229185M029199;2020-08-12;15;30;
2020;Bretagne;029;FRH0229185M029199;2020-08-26;15;15;
2020;Bretagne;029;FRH0229188M029042;2020-05-28;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229188M029042;2020-06-15;15;15;
2020;Bretagne;029;FRH0229188M029042;2020-06-30;15;15;
2020;Bretagne;029;FRH0229188M029042;2020-07-15;15;15;
2020;Bretagne;029;FRH0229188M029042;2020-07-28;15;15;
2020;Bretagne;029;FRH0229188M029042;2020-08-13;15;30;
2020;Bretagne;029;FRH0229188M029042;2020-08-24;30;15;
2020;Bretagne;029;FRH0229188M029042;2020-09-10;15;15;
2020;Bretagne;029;FRH0229188M029045;2020-05-28;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229188M029045;2020-06-15;15;15;
2020;Bretagne;029;FRH0229188M029045;2020-06-30;15;15;
2020;Bretagne;029;FRH0229188M029045;2020-07-15;15;15;
2020;Bretagne;029;FRH0229188M029045;2020-07-28;15;15;
2020;Bretagne;029;FRH0229188M029045;2020-08-13;15;15;
2020;Bretagne;029;FRH0229188M029045;2020-08-24;15;15;
2020;Bretagne;029;FRH0229188M029045;2020-09-10;15;15;
2020;Bretagne;029;FRH0229188M029048;2020-05-28;15;77;prélèvement de pré-saison
2020;Bretagne;029;FRH0229188M029048;2020-06-15;15;15;
2020;Bretagne;029;FRH0229188M029048;2020-06-30;15;15;
2020;Bretagne;029;FRH0229188M029048;2020-07-15;15;15;
2020;Bretagne;029;FRH0229188M029048;2020-07-28;15;30;
2020;Bretagne;029;FRH0229188M029048;2020-08-13;15;15;
2020;Bretagne;029;FRH0229188M029048;2020-08-24;15;15;
2020;Bretagne;029;FRH0229188M029048;2020-09-10;15;94;
2020;Bretagne;029;FRH0229188M029051;2020-05-28;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229188M029051;2020-06-15;15;61;
2020;Bretagne;029;FRH0229188M029051;2020-06-30;15;15;
2020;Bretagne;029;FRH0229188M029051;2020-07-15;15;15;
2020;Bretagne;029;FRH0229188M029051;2020-07-28;15;15;
2020;Bretagne;029;FRH0229188M029051;2020-08-13;15;15;
2020;Bretagne;029;FRH0229188M029051;2020-08-24;15;30;
2020;Bretagne;029;FRH0229188M029051;2020-09-10;15;15;
2020;Bretagne;029;FRH0229189M029532;2020-06-03;143;143;prélèvement de pré-saison
2020;Bretagne;029;FRH0229189M029532;2020-06-19;15;15;
2020;Bretagne;029;FRH0229189M029532;2020-07-02;15;15;
2020;Bretagne;029;FRH0229189M029532;2020-07-13;15;15;
2020;Bretagne;029;FRH0229189M029532;2020-07-28;15;15;
2020;Bretagne;029;FRH0229189M029532;2020-08-10;15;15;
2020;Bretagne;029;FRH0229189M029532;2020-08-17;353;110;
2020;Bretagne;029;FRH0229189M029532;2020-09-08;15;15;
2020;Bretagne;029;FRH0229189M029534;2020-06-03;94;94;prélèvement de pré-saison
2020;Bretagne;029;FRH0229189M029534;2020-06-19;15;15;
2020;Bretagne;029;FRH0229189M029534;2020-07-02;15;15;
2020;Bretagne;029;FRH0229189M029534;2020-07-13;15;15;
2020;Bretagne;029;FRH0229189M029534;2020-07-28;15;15;
2020;Bretagne;029;FRH0229189M029534;2020-08-10;15;15;
2020;Bretagne;029;FRH0229189M029534;2020-08-17;612;270;prélèvement réalisé pendant une pollution à court terme
2020;Bretagne;029;FRH0229189M029534;2020-08-18;15;15;prélèvement de recontrôle de fin de pollution à court terme
2020;Bretagne;029;FRH0229189M029534;2020-09-08;15;15;
2020;Bretagne;029;FRH0229189M029536;2020-06-03;15;15;prélèvement de pré-saison
2020;Bretagne;029;FRH0229189M029536;2020-06-19;15;77;
2020;Bretagne;029;FRH0229189M029536;2020-07-02;15;15;
2020;Bretagne;029;FRH0229189M029536;2020-07-13;15;15;
2020;Bretagne;029;FRH0229189M029536;2020-07-28;15;46;
2020;Bretagne;029;FRH0229189M029536;2020-08-10;30;15;
2020;Bretagne;029;FRH0229189M029536;2020-08-17;514;312;prélèvement réalisé pendant une pollution à court terme
2020;Bretagne;029;FRH0229189M029536;2020-08-19;287;251;prélèvement de recontrôle de fin de pollution à court terme
2020;Bretagne;029;FRH0229189M029536;2020-09-08;15;15;
2020;Bretagne;029;FRH0229189M029542;2020-06-03;144;144;prélèvement de pré-saison
2020;Bretagne;029;FRH0229189M029542;2020-06-19;15;15;
2020;Bretagne;029;FRH0229189M029542;2020-07-02;15;15;
2020;Bretagne;029;FRH0229189M029542;2020-07-13;15;15;
2020;Bretagne;029;FRH0229189M029542;2020-07-28;15;15;
2020;Bretagne;029;FRH0229189M029542;2020-08-10;15;15;
2020;Bretagne;029;FRH0229189M029542;2020-08-17;46;93;
